"RUBRO","SUBRUBRO","MARCA","Rubro","Subrubro",,"Orden","Codigo","Nombre","Precio","Unidad por bulto fact.","Texto",
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",54,13166,"PISO C.N. 30X30 VIRARO (2.00 M2)                  ","111.82",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",62,21703,"PISO C.N. 44X44 ATENAS MARFIL (1.55 M2) (SALDO)   ","98.06",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",70,10098,"PISO C.N. 44X44 LOFT GOLD (1.55 M2) 1*            ","138.66",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",72,13476,"PISO C.N. 44X44 LOFT WHITE 1* (1.55 M2)           ","138.66",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",73,25282,"PISO C.N. 44X44 ORIGINE GRIS (1.55 M2)            ","138.66",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",74,25381,"PISO C.N. 44X44 ORIGINE MARRON (1.55 M2)          ","138.66",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",89,12518,"REV C.N. 20X20 SATEN BLANCO (1.50 M2)             ","114.06",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",90,20525,"REV C.N. 20X20 TIVOLI ARENA (1.50 M2) 1*          ","99.78",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",91,19691,"REV C.N. 20X20 TIVOLI GRIS (1.50 M2) 1*           ","99.78",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",95,22881,"REV C.N. 20X25 HIDRA SALMON (1.50 M2) 1*          ","103.22",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",98,24362,"REV C.N. 20X25 CRONOS ARENA (1.50 M2)             ","113.54",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",100,25972,"REV C.N. 29.40X58.80 CITY/BRESCIA (1.73M2)        ","295.89",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",102,25974,"REV C.N. 29.40X58.80 MARMORE RECTIFICADO (1.73 M2)","295.89",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",103,25975,"REV C.N. 29.40X58.80 GLACIAR(MATE)RECTIF. (1.73M2)","295.89",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",104,25976,"REV C.N. 29.40X58.80GLACIAR (BRILL.)RECTI.(1.73M2)","316.54",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",105,25977,"REV C.N. 29.40X58.80 TREVISO(BRILL.)RECT.(1.73M2) ","295.89",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,736,"12.0736",106,25978,"REV C.N. 29.50X44.20 ATENAS RECTIFIC. (1.56M2)    ","199.56",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",1,6464,"PISO C.N. 30X30 LAJA ARENA (2 M2)                 ","114.82",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",2,3326,"PISO C.N. 30X30 LAJA ROSSO (2 M2)                 ","114.82",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",5,23286,"PISO C.N. 30X30 MARRON OTONAL (2 M2)              ","114.82",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",8,22995,"PISO C.N. 30X30 MIAMI MARRON (2 M2)               ","114.82",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",12,20085,"PISO C.N. 30X30 PIASTRA ARENA (2 M2)              ","93.71",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",14,23129,"PISO C.N. 30X30 ROCA BEIGE (2.00 M2)              ","94.55",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",15,12626,"PISO C.N. 30X30 ROCA GRIS (2 M2)                  ","94.55",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",16,14286,"PISO C.N. 30X30 TAMPA ARENA (2.00 M2)             ","98.77",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",17,16188,"PISO C.N. 30X30 TAMPA GRIS (2.00 M2)              ","98.77",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO-PISOS             ","CERRO NEGRO",12,1313,"12.1313",18,13282,"PISO C.N. 30X30 TAMPA VERDE (2.00 M2)             ","98.77",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - PORCELLANATO    ","CERRO NEGRO",12,2240,12224,1,25496,"PISO C.N. PORC 33X66 ETRURIA (1.31 M2)            ","243.25",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - PORCELLANATO    ","CERRO NEGRO",12,2240,12224,2,25497,"PISO C.N. PORC 50X50 ETRURIA (1.50 M2)            ","297.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - PORCELLANATO    ","CERRO NEGRO",12,2240,12224,4,25530,"PISO C.N. PORC 45X45 ZEN GRIS (1.42 M2)           ","158.27",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - PORCELLANATO    ","CERRO NEGRO",12,2240,12224,5,25531,"PISO C.N. PORC 45X45 ZEN MARFIL (1.42 M2)         ","158.27",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - PORCELLANATO    ","CERRO NEGRO",12,2240,12224,6,25532,"PISO C.N. PORC 45X45 VENETO NOCCE (1.42 M2)       ","158.27",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - PORCELLANATO    ","CERRO NEGRO",12,2240,12224,7,25533,"PISO C.N. PORC 45X45 VENETO ARENA (1.42 M2)       ","158.27",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - PORCELLANATO    ","CERRO NEGRO",12,2240,12224,8,26360,"PISO C.N. PORC 60X60 STYLE ICE (1.44 M2)          ","267.34",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - TECNO BRICK     ","CERRO NEGRO",12,2266,"12.2266",1,26044,"CAJA TECNO BRICK (36.5X21) (25 PIEZAS) = 1.92 M2  ","119.98",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - TECNO BRICK     ","CERRO NEGRO",12,2266,"12.2266",2,26045,"CAJA TECNO BRICK (42X9) FRISOS (4 PIEZAS)         ","79.39",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - TECNO BRICK     ","CERRO NEGRO",12,2266,"12.2266",3,26046,"CAJA TECNO BRICK (42X12.50) SARDINEL (4 PIEZAS)   ","79.39",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CERRO NEGRO - TECNO BRICK     ","CERRO NEGRO",12,2266,"12.2266",4,26047,"CAJA TECNO BRICK (17X17X21) ESQUINERO (4PIEZAS)   ","79.89",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",2,25472,"PISO CORTINES AGATA 40X40 (1.76 M2)               ","92.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",4,25393,"PISO CORTINES ATHENEA PORFIDO 40X40 (1.76 M2)     ","118.77",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",7,25495,"PISO CORTINES BASALTO ACERO 30X45 (1.35 M2)       ","85.53",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",8,25752,"PISO CORTINES BASALTO BLANCO 30X45 (1.35 M2)      ","85.53",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",9,25494,"PISO CORTINES BASALTO GRAFITO 30X45 (1.35 M2)     ","85.53",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",10,25315,"PISO CORTINES BASALTO GRIS 30X45 (1.35 M2)        ","85.53",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",11,26805,"PISO CORTINES CIMENT 40X40 (1.76 M2)              ","114.38",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",12,26032,"PISO CORTINES CIMENT AZUL 30X30 (1.62 M2)         ","92.26",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",13,25382,"PISO CORTINES CIMENT NEGRO 30X30 (1.62 M2)        ","92.26",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",14,25383,"PISO CORTINES CIMENT GRIS 30X30 (1.62 M2)         ","92.26",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",15,25384,"PISO CORTINES CIMENT VERDE 30X30 (1.62 M2)        ","92.26",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",20,25541,"PISO CORTINES JADE 40X40 (1.76 M2)                ","109.78",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",21,26501,"PISO CORTINES LEÑO HAYA 30X45 (1.35 M2)           ","85.53",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",22,26500,"PISO CORTINES LEÑO NOGAL 30X45 (1.35 M2)          ","85.53",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",23,18454,"PISO CORTINES MARQUINA 30X30 (1.62 M2)            ","92.98",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",29,15122,"PISO CORTINES PERUGGIA  30X30 (1.62 M2)           ","100.08",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",31,25471,"PISO CORTINES PLATINO 40X40 (1.76 M2)             ","92.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",34,25805,"PISO CORTINES RUSTICO BEIGE 30X30 (1.62 M2)       ","92.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",37,25806,"PISO CORTINES RUSTICO MARRON 30X30 (1.62 M2)      ","92.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",40,6853,"PISO CORTINES SAN JUAN 40X40 (1.76 M2)            ","104.91",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES-CERAMICA             ","CORTINES",12,1398,"12.1398",42,23869,"PISO CORTINES VILLAGE/GARDEN 40X40 (1.28 M2)      ","113.14",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",4,8681,"PISO CORTINES ADOQUINADO FIORENTINO 40X40 (1.76)  ","109.78",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",5,6435,"PISO CORTINES ADOQUINADO TABACO 40X40(1.28 M2)    ","104.75",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",6,25796,"PISO CORTINES ADOQUINADO TABACO 40X40 (1.76 M2)   ","104.75",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",7,8709,"PISO CORTINES ADOQUINADO TERRACOTA 40X40(1.28M    ","109.78",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",8,25394,"PISO CORTINES ADOQUINADO TERRACOTA 40X40 (1.76 M2)","109.78",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",9,24359,"PISO CORTINES AGATA 40X40 (1.28 M2) TONO G6       ","92.62",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",12,25482,"PISO CORTINES COTTO 30X30 (1.62 M2)               ","92.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",13,26828,"PISO CORTINES CUARCITA AMATISTA 40X40 (1.76 M2)   ","124.88",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",14,26827,"PISO CORTINES CUARCITA SILICE 40X40 (1.76 M2)     ","124.88",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",16,8674,"PISO CORTINES JADE NVO 40X40 (1.28 M2) TONO G2    ","109.78",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",18,26143,"PISO CORTINES LEGNO ARRAYAN 30X45 (1.35 M2)       ","85.53",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",19,26302,"PISO CORTINES LEGNO LENGA 30X45 (1.35 M2)         ","85.53",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",21,26355,"PISO CORTINES MARMO BEIGE 40X40 (1.76 M2)         ","92.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",23,26276,"PISO CORTINES MARMO GRIS 40X40 (1.76 M2)          ","92.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",24,26586,"PISO CORTINES PARQUET EBANO (30X45) (1.35 M2)     ","114.01",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",25,26145,"PISO CORTINES PERLINO BIANCO 30X30 (1.62 M2)      ","102.42",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",26,26144,"PISO CORTINES PERLINO MARFIL 30X30 (1.62 M2)      ","102.42",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",27,26419,"PISO CORTINES PORFIDO SAN LUIS 40X40 (1.76 M2)    ","118.77",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",28,26402,"PISO CORTINES RAVENA 30X30 (1.62 M2)              ","100.08",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",31,26587,"PISO CORTINES TRENTINO TERRA (40X40) (1.76 M2)    ","125.86",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",32,26588,"PISO CORTINES TRENTINO ZAFIRO (40X40) (1.76 M2)   ","125.86",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",33,25596,"PISO CORTINES TRAVERTINO 40X40 (1.76)             ","109.78",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",35,26589,"REV CORTINES MURETE CRAYON (30X45) (1.35 M2)      ","114.01",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",36,24522,"REV CORTINES TRAFUL BEIGE (20X25) (1.30 M2)       ","63.77",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",37,24523,"REV CORTINES TRAFUL GRIS (25X33) (1.48 M2)        ","68.1",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",39,25483,"PISO CORTINES TRAVERTINO 30X30 (1.62 M2)          ","100.17",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CORTINES - PISOS Y REVESTIMIEN","CORTINES",12,644,"12.0644",40,24521,"REV CORTINES TRAFUL TRAVERT BEIGE(25X33)(1.48M2)  ","68.1",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CREGAR-LADRIVISTA             ","CREGAR",12,1369,"12.1369",10,10990,"CAJA LADRIVISTA D-FAZ ROJO (6X24) CREGAR (57 PIEZA","63.3",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","CREGAR-LADRIVISTA             ","CREGAR",12,37,"12.0037",2,856,"CAJA LADRIVISTA CREGAR RUSTICO 6X24X0.9 (2DA)     ","51.79",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","CREGAR-LADRIVISTA             ","CREGAR",12,37,"12.0037",4,12709,"CAJA CREGAR ROJO LISO 20X20  0.48 M2              ","109.72",0,"MT2",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",16,26559,"PISO DI SIENA 11X33 ROSSO LEGNO (1.27 M2)         ","127.11",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",17,26560,"PISO DI SIENA 16.50X50 ROSSO LEGNO (1.65 M2)      ","174.48",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",18,24794,"PISO DI SIENA 26X26 APENINO (1.10 M2)             ","71.45",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",20,19882,"PISO DI SIENA 26X26 ROSSO TERRA (1.10 M2)         ","68.56",0,"MTL",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",23,12071,"PISO DI SIENA 33X33 APENINO/DORE (1.20 M2)        ","92.09",0,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",26,23919,"PISO DI SIENA 33X33 CAMPANONE/FIUME BLUE (1.20 M2)","109.48",0,"MT2",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",32,6060,"PISO DI SIENA 33X33 PELTRE (1.20 M2) (SALDO)      ","129.61",0,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",33,9663,"PISO DI SIENA 33X33 PIETRA (1.20 M2)              ","95.5",0,"MT2",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",36,9662,"PISO DI SIENA 33X33 ROSSO TERRA (1.20 M2)         ","88.68",0,"MT2",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",37,26558,"PISO DI SIENA 33X33 ROSSO LEGNO (1.20 M2)         ","105.32",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",38,9667,"PISO DI SIENA 33X33 SALINA/AURA/SABBIA (1.20 M2)  ","129.61",0,"MT2",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",40,19674,"PISO DI SIENA 33X33 TERRA VECCHIA (1.20 M2)       ",110,0,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",41,22722,"PISO DI SIENA 33X50 CAMPANONE (1.49M2)            ","156.89",1,"MT2",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",43,22779,"PISO DI SIENA ESCALON (31.50X33) (1.98ML) 6 PIEZAS","259.21",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",45,12642,"PISO DI SIENA GUARDAS FLEC TRIG TRAV (24X5.5) 36 P","1195.46",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",47,5306,"PISO DI SIENA GUARDAS YUCATAN (29X5) 5.80 ML      ","728.19",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",48,21725,"PISO DI SIENA 40X40 CAMPANONE/T VECCHIA (1.12 M2) ","113.41",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",49,25268,"PISO DI SIENA 45X45 VERSATILE BEIGE (1.22 M2)     ","216.58",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",50,24440,"PISO DI SIENA RIESTRE (9.60X29.50) 22 PZAS(6.60ML)","702.61",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",51,23034,"PISO DI SIENA STREET CEMENT (44X89) (1.17 M2)     ","306.96",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",52,22781,"PISO DI SIENA TOZETO ETRUSCO (10X10) 39 PIEZAS    ","460.45",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",53,21819,"PISO DI SIENA TOZETO JALISCO (40 PIEZAS)          ","665.09",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",54,12670,"PISO DI SIENA TOZETO PRISMA MIX (5X5) 10 PIEZAS   ","72.48",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",55,24041,"PISO DI SIENA TOZETO PUEBLA CIELO (7.50X7.50) 40 P","834.26",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",56,12640,"PISO DI SIENA TOZETO QUATRE (9.4X9.4) 10 PIEZAS   ","136.43",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",57,12446,"PISO DI SIENA TOZETO TABASCO (7.5X7.5) 40 PIEZAS  ","661.68",1,"CAJ",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",58,19668,"PISO DI SIENA TOZETO RIESTRE (39 PIEZAS) (6.9X6.9)","351.3",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",60,22780,"PISO DI SIENA ZOCALO (11X33) (10.56ML) 32 PIEZAS  ",191,1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",62,25780,"PISO DI SIENA 40X40 ROSSO TERRA (1.12 M2)         ","100.62",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","DI SIENA-PISOS RUSTICOS       ","DI SIENA",12,684,"12.0684",63,19669,"PISO DI SIENA TOZETO FAENZA (39 PIEZAS)           ","272.86",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","FLOORING-ACCESORIOS P/FLOTANTE","FLOORING",12,1089,"12.1089",3,25368,"PISO FLOT INDIAN CARPET CHERRY 18222 (1.905 M2)   ","235.46",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","FLOORING-ACCESORIOS P/FLOTANTE","FLOORING",12,1089,"12.1089",4,26620,"PISO FLOT INDIAN CARPET OAK 2601 TABLILLAS(1.91M2)","261.6",1,"UNI",1
"CERAMICA Y REVESTIMIENTOS     ","FLOORING-ACCESORIOS P/FLOTANTE","FLOORING",12,1089,"12.1089",5,24390,"PISO FLOT QDM LIGHT OAK 131 (1.215X0.196)1.905 M2 ","261.6",1,"UNI",1
